

        *** GPGPU-Sim Simulator Version 4.0.0  [build gpgpu-sim_git-commit-90ec3399763d7c8512cfe7dc193473086c38ca38_modified_14.0] ***


addr_dec_mask[CHIP]  = 0000000000001f00 	high:13 low:8
addr_dec_mask[BK]    = 00000000000e2000 	high:20 low:13
addr_dec_mask[ROW]   = 00000001fff00000 	high:33 low:20
addr_dec_mask[COL]   = 000000000001c0ff 	high:17 low:0
addr_dec_mask[BURST] = 000000000000001f 	high:5 low:0
sub_partition_id_mask = 0000000000002000
GPGPU-Sim uArch: clock freqs: 1132000000.000000:1132000000.000000:1132000000.000000:850000000.000000
GPGPU-Sim uArch: clock periods: 0.00000000088339222615:0.00000000088339222615:0.00000000088339222615:0.00000000117647058824
GPGPU-Sim uArch: performance model initialization complete.
launching memcpy command : MemcpyHtoD,0x00007fc725700000,65536
-kernel name = _Z11srad_cuda_1PfS_S_S_S_S_iif
-kernel id = 1
-grid dim = (8,8,1)
-block dim = (16,16,1)
-shmem = 6144
-nregs = 22
-binary version = 70
-cuda stream id = 0
-shmem base_addr = 0x00007fc75b000000
-local mem base_addr = 0x00007fc75d000000
-nvbit version = 1.4
-accelsim tracer version = 3
launching kernel command : /scratch/santosh/gpu_simulation/accel-sim-framework/traces/rodinia_2.0-ft/11.0/srad_v2-rodinia-2.0-ft/__data_matrix128x128_txt_0_127_0_127__5_2___data_result_matrix128x128_1_150_1_100__5_2_txt/traces/kernel-1.traceg
GPGPU-Sim uArch: Shader 0 bind to kernel 1 '_Z11srad_cuda_1PfS_S_S_S_S_iif'
GPGPU-Sim uArch: CTA/core = 16, limited by: shmem
GPGPU-Sim: Reconfigure L1 cache to 120KB
GPGPUsim: cta_size: 32
ctaid: 0, start warp: 0, end_warp: 1, start_thread: 0, end_thread: 32
thread block = 0,0,0
warp id: 0
warp id: 1
warp_id: 0, insts: 261
1,1,1,0,0,5011,.IMAD.MOV.U32,5001,5002,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0,-1,-1,-1,0 
1,1,3,0,0,5012,.S2R,5003,5004,4,0,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x20,-1,-1,-1,0 
1,1,2,0,0,5013,.SHFL.IDX,5001,5003,4,4,0,0,0,0,1,0,3,0,-1,2,0,0,0,-1,0x10,-1,-1,-1,0 
1,1,4,0,0,5014,.IMAD.MOV.U32,5003,5005,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x30,-1,-1,-1,0 
1,1,5,0,0,5015,.IMAD.MOV.U32,5005,5006,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x40,-1,-1,-1,0 
1,1,6,0,0,5015,.S2R,5005,5007,4,0,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x50,-1,-1,-1,0 
1,1,7,0,0,5023,.IMAD.SHL.U32,5007,5014,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x60,-1,-1,-1,0 
1,1,8,0,0,5023,.S2R,5007,5015,4,0,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x70,-1,-1,-1,0 
1,1,9,0,0,5032,.IMAD,5015,5023,4,3,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x80,-1,-1,-1,0 
1,1,10,0,0,5041,.IMAD,5015,5032,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x90,-1,-1,-1,0 
1,1,11,0,0,5050,.IADD3,5032,5041,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0xa0,-1,-1,-1,0 
1,1,12,0,0,5051,.IADD3,5032,5042,4,3,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0xb0,-1,-1,-1,0 
1,1,13,0,0,5059,.IMAD.WIDE,5042,5050,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0xc0,-1,-1,-1,0 
1,1,14,0,0,5060,.IMAD.WIDE,5042,5051,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0xd0,-1,-1,-1,0 
1,1,17,0,0,5070,.IMAD.SHL.U32,5060,5061,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x100,-1,-1,-1,0 
1,1,18,0,0,5071,.ISETP.NE.AND,5060,5062,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x110,-1,-1,-1,0 
1,1,19,0,0,5071,.S2R,5062,5063,4,0,1,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x120,-1,-1,-1,0 
1,1,20,0,0,5080,.IMAD,5062,5071,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x130,-1,-1,-1,0 
1,1,21,0,0,5081,.IMAD,5071,5072,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x140,-1,-1,-1,0 
1,1,22,0,0,5089,.IADD3,5071,5080,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x150,-1,-1,-1,0 
1,1,23,0,0,5090,.IMAD.IADD,5080,5081,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x160,-1,-1,-1,0 
1,1,16,0,0,5254,.LDG.E.SYS,5051,5060,1,1,1,1,0,4,8,0,6,0,-1,1,32,0,0,-1,0xf0,-1,-1,-1,1 
1,1,15,0,0,5391,.LDG.E.SYS,5051,5059,1,1,1,1,0,4,8,0,6,0,-1,1,32,0,0,-1,0xe0,-1,-1,-1,1 
1,1,24,0,0,5394,.STS,5080,5391,1,2,0,0,1,4,11,0,6,0,-1,1,32,0,0,-1,0x170,-1,-1,-1,0 
1,1,25,0,0,5395,.STS,5391,5392,1,2,0,0,1,4,11,0,6,0,-1,1,32,0,0,-1,0x180,-1,-1,-1,0 
1,1,26,0,0,5401,.BRA,5391,5393,4,0,0,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0x190,-1,-1,-1,0 
1,1,27,0,0,5403,.IMAD,5393,5394,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x240,-1,-1,-1,0 
1,1,28,0,0,5412,.IMAD.WIDE,5393,5403,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x250,-1,-1,-1,0 
1,1,29,0,0,5605,.LDG.E.SYS,5403,5412,1,1,1,1,0,4,8,0,6,0,-1,1,32,0,0,-1,0x260,-1,-1,-1,1 
1,1,30,0,0,5608,.STS,5403,5605,1,2,0,0,1,4,11,0,6,0,-1,1,32,0,0,-1,0x270,-1,-1,-1,0 
1,1,33,0,0,5613,.BAR.SYNC,5607,5608,1,0,0,0,0,0,13,0,3,0,-1,1,32,0,0,-1,0x2a0,1,-1,-1,0 
1,1,31,0,0,5615,.IADD3,5605,5606,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x280,-1,-1,-1,0 
1,1,32,0,0,5615,.NOP,5605,5607,4,0,0,0,0,0,1,0,3,0,-1,2,32,0,0,-1,0x290,-1,-1,-1,0 
1,1,34,0,0,5624,.IMAD.WIDE,5607,5615,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x2b0,-1,-1,-1,0 
1,1,37,0,0,5635,.ISETP.NE.AND,5625,5626,4,2,0,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x2e0,-1,-1,-1,0 
1,1,38,0,0,5636,.LEA,5625,5627,4,1,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x2f0,-1,-1,-1,0 
1,1,39,0,0,5637,.IADD3,5627,5628,4,2,1,0,0,0,6,0,3,0,-1,2,32,0,0,-1,0x300,-1,-1,-1,0 
1,1,36,0,0,5819,.LDG.E.SYS,5615,5625,1,1,1,1,0,4,8,0,6,0,-1,1,32,0,0,-1,0x2d0,-1,-1,-1,1 
1,1,35,0,0,5954,.LDG.E.SYS,5615,5624,1,1,1,1,0,4,8,0,6,0,-1,1,32,0,0,-1,0x2c0,-1,-1,-1,1 
1,1,40,0,0,5957,.STS,5627,5954,1,2,0,0,1,4,11,0,6,0,-1,1,32,0,0,-1,0x310,-1,-1,-1,0 
1,1,41,0,0,5958,.STS,5954,5955,1,2,0,0,1,4,11,0,6,0,-1,1,32,0,0,-1,0x320,-1,-1,-1,0 
1,1,42,0,0,5964,.BRA,5954,5956,4,0,0,0,0,0,100,0,7,0,-1,4,32,0,0,-1,0x330,-1,-1,-1,0 
